title,text,description,htmlUrl,xmlUrl,language,type,version,category
"DiePresse.com - kultur","DiePresse.com - kultur",,https://www.diepresse.com/kultur,https://www.diepresse.com/rss/Kultur,de-AT,rss,RSS,culture
