title,text,description,htmlUrl,xmlUrl,language,type,version,category
"DiePresse.com - wirtschaft","DiePresse.com - wirtschaft",,https://www.diepresse.com/wirtschaft,https://www.diepresse.com/rss/Wirtschaft,de-AT,rss,RSS,business
