type,text,title,description,htmlUrl,xmlUrl,language,version,category
rss,"DiePresse.com - politik","DiePresse.com - politik",,https://www.diepresse.com/innenpolitik,https://www.diepresse.com/rss/Politik,de-AT,RSS2,politics
